Planet#	Diameter (km)	g (m/s^2)	semi-major axis (AU)	T star (K)	Radius star (m)	Mass planet (kg)	T planet (K)	Gases atmosphere	Abundances	Unit abundances2000	15752.17008	14.1273064071222	0.04124	3250.0	0.291	1.313875832e+25	384.81536	CO2,SO2,H2O,CO,HCl,HF	91.31,110.86,31.34,28.82,0.4,6.3	pct,ppm,ppm,ppm,ppm,ppm
2139	16134.557500000003	12.653288602181526	0.05675	3100.0	0.243	1.2346154480000002e+25	287.3129	CO2,SO2,H2O,CO,HCl,HF	95.89,134.87,36.5,33.72,9.18,5.05	pct,ppm,ppm,ppm,ppm,ppm
2143	13007.288440000002	8.31793895009936	0.05813	3100.0	0.243	5.274769e+24	302.03899	N2,O2,H2O,CO2,O3,CH4	78.78,18.34,1.5,0.04,8.05,9.05	pct,pct,pct,pct,ppm,ppm
2145	19399.312739999998	16.307382630723037	0.06159	3250.0	0.291	2.300229268e+25	317.86948	CO2,SO2,H2O,CO,HCl,HF	97.12,181.51,19.97,26.6,2.65,0.08	pct,ppm,ppm,ppm,ppm,ppm
2152	11454.03864	8.191629297180063	0.20632	3650.0	0.46	4.0281140000000004e+24	250.86243	N2,O2,H2O,CO2,O3,CH4	83.48,15.44,0.63,0.02,2.66,6.25	pct,pct,pct,pct,ppm,ppm
2154	13650.886859999999	9.88942025453032	0.05586	3500.0	0.393	6.90727492e+24	410.17463	CO2,SO2,H2O,CO,HCl,HF	90.99,106.4,35.83,81.39,0.81,2.41	pct,ppm,ppm,ppm,ppm,ppm
2168	9757.44134	11.287965676586117	0.07874	3500.0	0.393	4.0281140000000004e+24	297.92069	CO2,SO2,H2O,CO,HCl,HF	92.77,61.42,11.93,89.06,8.64,6.79	pct,ppm,ppm,ppm,ppm,ppm
2175	20068.39516	8.703919413234361	0.11671	3250.0	0.291	1.313875832e+25	229.95065	N2,O2,H2O,CO2,O3,CH4	87.29,12.03,0.47,0.07,7.56,9.81	pct,pct,pct,pct,ppm,ppm
2179	13967.015879999999	15.866685960309313	0.08184	3100.0	0.243	1.1601326640000001e+25	214.48867	N2,O2,H2O,CO2,O3,CH4	75.76,10.52,1.31,0.06,1.44,5.63	pct,pct,pct,pct,ppm,ppm
2191	14407.76166	8.516927594888182	0.03539	3000.0	0.149	6.626590920000001e+24	266.29112	N2,O2,H2O,CO2,O3,CH4	81.51,15.95,0.39,0.34,7.01,6.25	pct,pct,pct,pct,ppm,ppm
2195	13144.519779999999	11.58867990602867	0.02354	3100.0	0.243	7.504773520000001e+24	361.5536	CO2,SO2,H2O,CO,HCl,HF	95.75,191.55,74.3,42.92,4.43,3.93	pct,ppm,ppm,ppm,ppm,ppm
2196	16566.12904	6.715069119806699	0.05538	3100.0	0.243	6.90727492e+24	231.52134	CO2,SO2,H2O,CO,HCl,HF	90.2,155.44,95.02,10.83,6.73,5.21	pct,ppm,ppm,ppm,ppm,ppm
2197	9235.14676	6.35516452607869	0.08384	3100.0	0.243	2.03155496e+24	180.95047	N2,O2,H2O,CO2,O3,CH4	74.58,17.95,0.07,0.16,3.52,1.26	pct,pct,pct,pct,ppm,ppm
2198	18093.89484	23.54946078598056	0.12419	3100.0	0.243	2.889743304e+25	199.93711	N2,O2,H2O,CO2,O3,CH4	75.08,16.28,2.51,0.1,9.46,5.56	pct,pct,pct,pct,ppm,ppm
2201	17325.16998	24.13604009894769	0.08867	3100.0	0.243	2.71540868e+25	215.81123	N2,O2,H2O,CO2,O3,CH4	79.2,15.68,0.1,0.04,8.87,3.47	pct,pct,pct,pct,ppm,ppm
2204	18677.47844	17.592212519948582	0.02411	3000.0	0.149	2.300229268e+25	295.76738	CO2,SO2,H2O,CO,HCl,HF	91.85,102.75,97.32,74.03,4.45,4.63	pct,ppm,ppm,ppm,ppm,ppm
2208	13735.876	8.274028996920917	0.08973	3250.0	0.291	5.851186440000001e+24	245.92098	N2,O2,H2O,CO2,O3,CH4	85.8,13.35,0.2,0.03,5.56,5.61	pct,pct,pct,pct,ppm,ppm
2209	10223.03402	63.80137806269999	0.15689	3250.0	0.291	2.499216308e+25	199.13799	N2,O2,H2O,CO2,O3,CH4	84.75,10.65,0.81,0.04,2.88,7.48	pct,pct,pct,pct,ppm,ppm
2215	14777.91676	23.316254377818698	0.03997	3100.0	0.243	1.9085317600000003e+25	357.26997	CO2,SO2,H2O,CO,HCl,HF	95.83,152.36,95.3,87.78,8.52,0.88	pct,ppm,ppm,ppm,ppm,ppm
2219	20112.48248	12.076411922092943	0.07458	3800.0	0.535	1.8309793680000001e+25	397.66056	CO2,SO2,H2O,CO,HCl,HF	91.56,93.65,87.2,44.22,5.68,6.15	pct,ppm,ppm,ppm,ppm,ppm
2225	19335.73016	11.537188800012862	0.11865	3100.0	0.243	1.6167219240000002e+25	185.82766	N2,O2,H2O,CO2,O3,CH4	88.65,11.02,0.11,0.04,9.92,7.85	pct,pct,pct,pct,ppm,ppm
2233	17732.022040000003	12.113120732560093	0.0632	3250.0	0.291	1.427534936e+25	332.30855	CO2,SO2,H2O,CO,HCl,HF	91.87,147.05,23.85,62.7,0.44,9.59	pct,ppm,ppm,ppm,ppm,ppm
2239	17365.30728	16.88574675220301	0.05322	3250.0	0.291	1.9085317600000003e+25	346.45646	CO2,SO2,H2O,CO,HCl,HF	92.89,80.04,97.52,26.06,7.12,2.91	pct,ppm,ppm,ppm,ppm,ppm
2240	17206.28712	9.041986199483608	0.07205	3250.0	0.291	1.003349748e+25	276.46537	CO2,SO2,H2O,CO,HCl,HF	93.66,112.86,78.09,66.67,4.08,1.31	pct,ppm,ppm,ppm,ppm,ppm
2247	14398.20516	10.49395664242222	0.02824	3250.0	0.291	8.15398964e+24	360.86838	CO2,SO2,H2O,CO,HCl,HF	94.08,118.42,27.89,31.62,6.57,5.68	pct,ppm,ppm,ppm,ppm,ppm
2248	18889.377900000003	13.977915189200997	0.0601	3250.0	0.291	1.86935544e+25	314.70842	CO2,SO2,H2O,CO,HCl,HF	92.85,123.87,41.34,67.43,9.77,8.89	pct,ppm,ppm,ppm,ppm,ppm
2251	10738.3205	11.232748916096394	0.02033	2600.0	0.112	4.854817960000001e+24	245.67391	N2,O2,H2O,CO2,O3,CH4	78.66,11.05,2.06,0.14,2.23,0.73	pct,pct,pct,pct,ppm,ppm
2261	12834.3795	30.91259493326164	0.03275	3250.0	0.291	1.9085317600000003e+25	440.64074	CO2,SO2,H2O,CO,HCl,HF	96.69,147.0,59.92,85.94,2.69,7.53	pct,ppm,ppm,ppm,ppm,ppm
2262	18702.83502	9.61415403137239	0.04734	3250.0	0.291	1.260492124e+25	384.80631	CO2,SO2,H2O,CO,HCl,HF	93.99,97.02,18.02,50.57,0.69,7.03	pct,ppm,ppm,ppm,ppm,ppm
2263	13743.90346	9.167418343576905	0.0596	3250.0	0.291	6.49054876e+24	276.37617	CO2,SO2,H2O,CO,HCl,HF	92.48,144.81,62.12,68.59,6.11,8.82	pct,ppm,ppm,ppm,ppm,ppm
2264	12742.0	15.175038300240201	0.07967	3250.0	0.291	9.23462304e+24	225.70497	N2,O2,H2O,CO2,O3,CH4	76.08,10.46,1.03,0.15,0.62,1.99	pct,pct,pct,pct,ppm,ppm
2267	19484.047039999998	10.457571359143085	0.04459	3250.0	0.291	1.488001436e+25	372.82592	CO2,SO2,H2O,CO,HCl,HF	91.17,91.34,15.33,39.99,7.62,7.89	pct,ppm,ppm,ppm,ppm,ppm
2270	13550.734739999998	11.847597536323333	0.14699	3500.0	0.393	8.15398964e+24	213.17177	N2,O2,H2O,CO2,O3,CH4	71.53,25.58,1.52,0.06,4.09,0.88	pct,pct,pct,pct,ppm,ppm
2273	17516.68224	8.907216498643326	0.03819	3100.0	0.243	1.02437716e+25	340.83527	CO2,SO2,H2O,CO,HCl,HF	93.85,102.76,81.41,69.09,8.93,3.95	pct,ppm,ppm,ppm,ppm,ppm
2274	10780.24168	6.917010079954517	0.09827	3100.0	0.243	3.01293372e+24	190.27021	N2,O2,H2O,CO2,O3,CH4	73.17,15.79,1.12,0.05,2.39,9.39	pct,pct,pct,pct,ppm,ppm
2278	11938.48948	12.404441754212659	0.11241	3500.0	0.393	6.626590920000001e+24	214.00678	CO2,SO2,H2O,CO,HCl,HF	91.13,78.46,39.42,51.99,4.41,4.86	pct,ppm,ppm,ppm,ppm,ppm
2282	13123.36806	11.387468600564723	0.0902	3100.0	0.243	7.350755639999999e+24	172.03918	N2,O2,H2O,CO2,O3,CH4	74.68,15.08,1.62,0.18,3.95,3.02	pct,pct,pct,pct,ppm,ppm
2283	13296.659260000002	16.11298172540396	0.0286	3000.0	0.149	1.06776374e+25	290.8829	CO2,SO2,H2O,CO,HCl,HF	90.11,52.25,60.62,26.62,6.27,2.61	pct,ppm,ppm,ppm,ppm,ppm
2289	13202.241039999999	7.586954351884581	0.08232	3250.0	0.291	4.956521120000001e+24	294.6001	N2,O2,H2O,CO2,O3,CH4	74.73,19.12,1.19,0.04,1.67,5.22	pct,pct,pct,pct,ppm,ppm
2295	17814.5902	17.79810916336329	0.04958	3250.0	0.291	2.117091916e+25	281.09641	CO2,SO2,H2O,CO,HCl,HF	90.45,187.34,21.8,60.1,0.78,4.84	pct,ppm,ppm,ppm,ppm,ppm
2296	13700.962920000002	9.418327857028395	0.08608	3250.0	0.291	6.626590920000001e+24	229.84573	N2,O2,H2O,CO2,O3,CH4	71.48,19.19,0.72,0.14,4.07,5.34	pct,pct,pct,pct,ppm,ppm
2298	17524.454859999998	9.871792957908486	0.05018	3100.0	0.243	1.136316328e+25	286.50494	CO2,SO2,H2O,CO,HCl,HF	91.55,156.87,97.19,73.35,7.4,8.2	pct,ppm,ppm,ppm,ppm,ppm
2302	17519.74032	24.097619472871404	0.0276	3100.0	0.243	2.77232184e+25	317.9293	CO2,SO2,H2O,CO,HCl,HF	94.15,185.79,40.34,54.04,1.25,9.29	pct,ppm,ppm,ppm,ppm,ppm
2303	15503.191399999998	12.613710374106168	0.063	3100.0	0.243	1.136316328e+25	203.28	N2,O2,H2O,CO2,O3,CH4	88.99,10.51,0.09,0.03,8.8,6.71	pct,pct,pct,pct,ppm,ppm
2306	15836.394699999999	30.74202394660479	0.04091	3250.0	0.291	2.889743304e+25	390.78022	CO2,SO2,H2O,CO,HCl,HF	95.4,124.67,90.05,20.55,6.97,3.42	pct,ppm,ppm,ppm,ppm,ppm
2312	17177.617619999997	6.646483778316356	0.07087	3250.0	0.291	7.350755639999999e+24	259.71329	CO2,SO2,H2O,CO,HCl,HF	95.98,131.44,49.75,57.89,2.32,9.41	pct,ppm,ppm,ppm,ppm,ppm
2313	7887.043159999999	4.486802151496366	0.16303	3250.0	0.291	1.04611524e+24	141.77697	N2,O2,H2O,CO2,O3,CH4	89.66,10.09,0.1,0.02,0.57,5.61	pct,pct,pct,pct,ppm,ppm
2314	16571.73552	17.065452936855344	0.06249	3650.0	0.46	1.756580192e+25	414.36348	CO2,SO2,H2O,CO,HCl,HF	97.18,163.97,54.86,37.52,4.4,4.3	pct,ppm,ppm,ppm,ppm,ppm
2315	14387.247039999998	10.730250997570913	0.07892	3650.0	0.46	8.324908280000001e+24	301.48945	CO2,SO2,H2O,CO,HCl,HF	92.19,109.09,83.53,72.74,7.27,8.65	pct,ppm,ppm,ppm,ppm,ppm
2322	18833.56794	12.941382142080625	0.07951	3000.0	0.149	1.7205212560000002e+25	133.7309	N2,O2,H2O,CO2,O3,CH4	85.11,14.09,0.65,0.02,3.48,3.94	pct,pct,pct,pct,ppm,ppm
2328	20209.57652	11.008345312660031	0.03349	3000.0	0.149	1.685196876e+25	273.5036	N2,O2,H2O,CO2,O3,CH4	78.6,15.21,1.4,0.12,5.04,1.41	pct,pct,pct,pct,ppm,ppm
2331	10832.611299999999	15.066406005818498	0.05255	3000.0	0.149	6.626590920000001e+24	168.43298	N2,O2,H2O,CO2,O3,CH4	83.17,12.63,0.28,0.06,4.33,5.47	pct,pct,pct,pct,ppm,ppm
2337	15058.24076	30.651854187472235	0.02253	3100.0	0.243	2.6050700080000004e+25	402.53144	CO2,SO2,H2O,CO,HCl,HF	92.75,68.56,96.75,19.18,1.94,3.04	pct,ppm,ppm,ppm,ppm,ppm
2338	16437.05258	24.173166019917414	0.14504	3100.0	0.243	2.447910856e+25	172.78748	N2,O2,H2O,CO2,O3,CH4	84.46,12.87,2.41,0.02,3.81,9.5	pct,pct,pct,pct,ppm,ppm
2356	12451.73724	10.068618059802462	0.01551	3000.0	0.149	5.851186440000001e+24	424.91258	CO2,SO2,H2O,CO,HCl,HF	94.42,144.87,50.66,75.74,1.91,4.42	pct,ppm,ppm,ppm,ppm,ppm
2362	14394.637399999998	8.71132549978321	0.04614	3000.0	0.149	6.765499640000001e+24	222.05272	N2,O2,H2O,CO2,O3,CH4	80.16,14.33,1.04,0.1,0.49,6.2	pct,pct,pct,pct,ppm,ppm
2374	13311.949659999998	8.107991003160134	0.11457	3100.0	0.243	5.385310720000001e+24	185.81354	N2,O2,H2O,CO2,O3,CH4	73.61,16.23,0.46,0.03,1.06,5.3	pct,pct,pct,pct,ppm,ppm
2375	9302.169679999999	5.886069761977274	0.14176	3100.0	0.243	1.9090095200000002e+24	182.4688	N2,O2,H2O,CO2,O3,CH4	87.73,10.92,0.38,0.19,7.92,4.3	pct,pct,pct,pct,ppm,ppm
2380	17358.55402	9.854846823458839	0.10786	3250.0	0.291	1.112989696e+25	242.03049	N2,O2,H2O,CO2,O3,CH4	83.88,14.08,0.63,0.11,1.36,7.36	pct,pct,pct,pct,ppm,ppm
2383	20110.31634	9.61486238784323	0.02605	3000.0	0.149	1.457454656e+25	278.30047	CO2,SO2,H2O,CO,HCl,HF	95.02,146.37,19.76,78.91,1.11,5.33	pct,ppm,ppm,ppm,ppm,ppm
2389	11226.9762	6.786930849465465	0.04948	3000.0	0.149	3.2063668000000005e+24	243.52962	N2,O2,H2O,CO2,O3,CH4	74.56,12.56,2.51,0.05,2.98,1.37	pct,pct,pct,pct,ppm,ppm
2390	15119.147520000002	12.206725080468944	0.08359	3000.0	0.149	1.0458465e+25	163.29632	N2,O2,H2O,CO2,O3,CH4	85.08,11.95,2.85,0.04,4.25,9.25	pct,pct,pct,pct,ppm,ppm
2396	10143.65136	6.348934594260659	0.08919	3100.0	0.243	2.44852e+24	212.15062	N2,O2,H2O,CO2,O3,CH4	82.05,15.92,0.83,0.03,1.63,8.56	pct,pct,pct,pct,ppm,ppm
2401	14355.7743	29.77856095979088	0.08015	3250.0	0.291	2.300229268e+25	225.88743	N2,O2,H2O,CO2,O3,CH4	70.36,11.08,0.03,0.03,2.1,6.55	pct,pct,pct,pct,ppm,ppm
2402	19500.10196	8.139912109389272	0.17854	3250.0	0.291	1.1601326640000001e+25	187.31862	N2,O2,H2O,CO2,O3,CH4	72.4,23.88,1.21,0.07,3.07,2.5	pct,pct,pct,pct,ppm,ppm
2405	14111.382740000001	20.35438481569331	0.08348	3250.0	0.291	1.51918722e+25	271.93167	N2,O2,H2O,CO2,O3,CH4	75.12,17.95,1.05,0.08,5.79,3.48	pct,pct,pct,pct,ppm,ppm
2406	13693.69998	23.00273816140684	0.1664	3250.0	0.291	1.6167219240000002e+25	180.04251	N2,O2,H2O,CO2,O3,CH4	74.81,21.25,1.33,0.16,8.3,4.1	pct,pct,pct,pct,ppm,ppm
2413	15521.28504	11.582396377463121	0.18609	3250.0	0.291	1.0458465e+25	150.38556	N2,O2,H2O,CO2,O3,CH4	71.15,15.2,1.26,0.04,0.88,3.32	pct,pct,pct,pct,ppm,ppm
2418	19425.68868	14.065276318695263	0.04335	3250.0	0.291	1.9893687520000002e+25	309.4947	CO2,SO2,H2O,CO,HCl,HF	97.93,148.43,89.46,15.76,8.14,8.24	pct,ppm,ppm,ppm,ppm,ppm
2419	19773.6727	11.263019574246286	0.0622	3250.0	0.291	1.6506070520000002e+25	275.90906	CO2,SO2,H2O,CO,HCl,HF	93.38,142.11,42.56,66.29,8.51,2.64	pct,ppm,ppm,ppm,ppm,ppm
2420	10224.94532	5.517320289306308	0.09738	3250.0	0.291	2.1620431600000003e+24	269.00873	N2,O2,H2O,CO2,O3,CH4	81.88,17.05,0.77,0.02,2.18,8.98	pct,pct,pct,pct,ppm,ppm
2424	15265.04342	16.34468228026306	0.13945	3250.0	0.291	1.427534936e+25	221.80813	N2,O2,H2O,CO2,O3,CH4	71.52,25.71,0.56,0.08,5.04,7.68	pct,pct,pct,pct,ppm,ppm
2426	16576.067799999997	14.15200092682964	0.03161	3500.0	0.393	1.457454656e+25	518.04559	CO2,SO2,H2O,CO,HCl,HF	90.25,142.12,45.07,68.91,4.31,7.17	pct,ppm,ppm,ppm,ppm,ppm
2427	14221.983299999998	10.981077431336354	0.05183	3500.0	0.393	8.324908280000001e+24	454.89265	CO2,SO2,H2O,CO,HCl,HF	97.01,161.66,37.4,59.22,5.87,8.38	pct,ppm,ppm,ppm,ppm,ppm
2428	19650.712399999997	14.327156729631456	0.12811	3500.0	0.393	2.0736277e+25	288.42251	N2,O2,H2O,CO2,O3,CH4	85.44,10.78,2.88,0.01,9.09,7.7	pct,pct,pct,pct,ppm,ppm
2430	7661.127499999999	4.1988110317004255	0.25718	3500.0	0.393	9.236892400000001e+23	170.75361	N2,O2,H2O,CO2,O3,CH4	74.59,23.89,0.46,0.04,6.93,4.62	pct,pct,pct,pct,ppm,ppm
2434	8970.49542	5.588845498729855	0.05042	2710.0	0.129	1.6856567200000002e+24	170.22218	N2,O2,H2O,CO2,O3,CH4	71.55,12.23,2.37,0.04,7.64,9.02	pct,pct,pct,pct,ppm,ppm
2438	17539.745260000003	7.844247335113055	0.06076	3650.0	0.46	9.04507176e+24	451.59596	CO2,SO2,H2O,CO,HCl,HF	96.04,50.07,57.6,38.77,1.78,0.11	pct,ppm,ppm,ppm,ppm,ppm
2439	16286.56956	31.58044418631398	0.10284	3650.0	0.46	3.1397252520000003e+25	311.3176	CO2,SO2,H2O,CO,HCl,HF	97.55,66.57,13.96,53.42,4.8,2.1	pct,ppm,ppm,ppm,ppm,ppm
2441	15054.545579999998	7.800827680735001	0.20887	3650.0	0.46	6.626590920000001e+24	194.43892	N2,O2,H2O,CO2,O3,CH4	77.85,14.5,0.74,0.08,4.98,3.63	pct,pct,pct,pct,ppm,ppm
